Date,Open,High,Low,Close,Volume,Close_Prev_Day,Gap,Day_Num,SMA_5,SMA_10,UpDown
2013-02-21,5909.64990234375,5921.14990234375,5844.39990234375,5852.25,159400,5943.0498046875,-33.39990234375,3,5904.12001953125,5907.43505859375,0
2013-02-22,5837.9501953125,5873.7998046875,5835.7998046875,5850.2998046875,157000,5852.25,-14.2998046875,4,5896.7,5902.1150390625,1
2013-02-25,5870.5498046875,5878.39990234375,5825.0,5854.75,125100,5850.2998046875,20.25,0,5888.0099609375,5897.805029296875,0
2013-02-26,5838.2998046875,5838.85009765625,5748.60009765625,5761.35009765625,157400,5854.75,-16.4501953125,1,5852.33994140625,5881.6900390625,1
2013-02-27,5784.89990234375,5818.2001953125,5749.7001953125,5796.89990234375,175200,5761.35009765625,23.5498046875,2,5823.1099609375,5868.085009765625,0
2013-02-28,5834.35009765625,5849.89990234375,5671.89990234375,5693.0498046875,334900,5796.89990234375,37.4501953125,3,5791.269921875,5847.694970703125,1
2013-03-01,5702.4501953125,5739.4501953125,5679.89990234375,5719.7001953125,174500,5693.0498046875,9.400390625,4,5765.15,5830.925,0
2013-03-04,5704.7001953125,5712.0,5663.60009765625,5698.5,144900,5719.7001953125,-15.0,0,5733.9,5810.95498046875,1
2013-03-05,5722.4501953125,5790.10009765625,5722.39990234375,5784.25,154400,5698.5,23.9501953125,1,5738.47998046875,5795.4099609375,1
2013-03-06,5816.39990234375,5828.7001953125,5795.0498046875,5818.60009765625,156900,5784.25,32.14990234375,2,5742.82001953125,5782.964990234375,1
2013-03-07,5801.2998046875,5878.0,5801.2998046875,5863.2998046875,134700,5818.60009765625,-17.30029296875,3,5776.87001953125,5784.069970703125,1
2013-03-08,5883.64990234375,5952.85009765625,5883.0,5945.7001953125,150800,5863.2998046875,20.35009765625,4,5822.07001953125,5793.610009765625,0
2013-03-11,5946.10009765625,5971.2001953125,5930.35009765625,5942.35009765625,125400,5945.7001953125,0.39990234375,0,5870.8400390625,5802.37001953125,0
2013-03-12,5944.60009765625,5952.0,5893.64990234375,5914.10009765625,115900,5942.35009765625,2.25,1,5896.81005859375,5817.64501953125,0
2013-03-13,5884.7998046875,5893.85009765625,5842.25,5851.2001953125,116700,5914.10009765625,-29.30029296875,2,5903.330078125,5823.075048828125,1
2013-03-14,5845.9501953125,5920.14990234375,5791.75,5908.9501953125,149000,5851.2001953125,-5.25,3,5912.46015625,5844.665087890625,0
2013-03-15,5914.89990234375,5945.64990234375,5861.0,5872.60009765625,152200,5908.9501953125,5.94970703125,4,5897.84013671875,5859.955078125,0
2013-03-18,5816.75,5850.2001953125,5814.35009765625,5835.25,102700,5872.60009765625,-55.85009765625,0,5876.4201171875,5873.630078125,0
2013-03-19,5859.5,5863.60009765625,5724.2998046875,5745.9501953125,182300,5835.25,24.25,1,5842.79013671875,5869.80009765625,0
2013-03-20,5740.5498046875,5745.2998046875,5682.2998046875,5694.39990234375,187600,5745.9501953125,-5.400390625,2,5811.430078125,5857.380078125,0
2013-03-21,5705.89990234375,5757.75,5647.9501953125,5658.75,179200,5694.39990234375,11.5,3,5761.3900390625,5836.92509765625,0
2013-03-22,5659.7998046875,5691.4501953125,5631.7998046875,5651.35009765625,165300,5658.75,1.0498046875,4,5717.1400390625,5807.490087890625,0
2013-03-25,5707.2998046875,5718.39990234375,5624.39990234375,5633.85009765625,150400,5651.35009765625,55.94970703125,0,5676.86005859375,5776.640087890625,1
2013-03-26,5613.75,5655.2998046875,5612.0498046875,5641.60009765625,126500,5633.85009765625,-20.10009765625,1,5655.9900390625,5749.390087890625,1
2013-03-28,5647.75,5692.9501953125,5604.85009765625,5682.5498046875,209700,5641.60009765625,6.14990234375,3,5653.62001953125,5732.525048828125,1
2013-04-01,5697.35009765625,5720.9501953125,5675.89990234375,5704.39990234375,97800,5682.5498046875,14.80029296875,0,5662.75,5712.07001953125,1
2013-04-02,5701.7001953125,5754.60009765625,5687.14990234375,5748.10009765625,106400,5704.39990234375,-2.69970703125,1,5682.1,5699.62001953125,0
2013-04-03,5740.2001953125,5744.9501953125,5650.10009765625,5672.89990234375,140700,5748.10009765625,-7.89990234375,2,5689.9099609375,5683.385009765625,0
2013-04-04,5640.64990234375,5644.4501953125,5565.64990234375,5574.75,134600,5672.89990234375,-32.25,3,5676.53994140625,5666.264990234375,0
2013-04-05,5568.10009765625,5577.2998046875,5534.7001953125,5553.25,137500,5574.75,-6.64990234375,4,5650.67998046875,5652.15,0
2013-04-08,5550.5,5569.2001953125,5537.0498046875,5542.9501953125,97000,5553.25,-2.75,0,5618.3900390625,5640.57001953125,0
2013-04-09,5568.75,5603.0498046875,5487.0,5495.10009765625,138200,5542.9501953125,25.7998046875,1,5567.7900390625,5624.94501953125,1
2013-04-10,5536.25,5569.25,5477.2001953125,5558.7001953125,128600,5495.10009765625,41.14990234375,2,5544.95009765625,5617.430029296875,1
2013-04-11,5601.64990234375,5610.64990234375,5542.85009765625,5594.0,146800,5558.7001953125,42.94970703125,3,5548.80009765625,5612.67001953125,0
2013-04-12,5520.7001953125,5544.5,5494.89990234375,5528.5498046875,127300,5594.0,-73.2998046875,4,5543.86005859375,5597.27001953125,1
2013-04-15,5508.5,5592.85009765625,5500.2998046875,5568.39990234375,142900,5528.5498046875,-20.0498046875,0,5548.95,5583.67001953125,1
2013-04-16,5562.4501953125,5699.25,5555.85009765625,5688.9501953125,142700,5568.39990234375,-5.94970703125,1,5587.72001953125,5577.755029296875,0
2013-04-17,5708.64990234375,5732.14990234375,5669.0,5688.7001953125,154600,5688.9501953125,19.69970703125,2,5613.72001953125,5579.33505859375,1
2013-04-18,5682.7001953125,5794.35009765625,5681.85009765625,5783.10009765625,149900,5688.7001953125,-6.0,3,5651.5400390625,5600.170068359375,1
2013-04-22,5789.85009765625,5844.85009765625,5789.7998046875,5834.39990234375,135100,5783.10009765625,6.75,0,5712.71005859375,5628.28505859375,1
2013-04-23,5843.10009765625,5844.2998046875,5791.5498046875,5836.89990234375,132200,5834.39990234375,8.7001953125,1,5766.41005859375,5657.680029296875,1
2013-04-25,5856.10009765625,5924.60009765625,5853.2998046875,5916.2998046875,199600,5836.89990234375,19.2001953125,3,5811.87998046875,5699.8,0
2013-04-26,5899.75,5907.0498046875,5860.5,5871.4501953125,141300,5916.2998046875,-16.5498046875,4,5848.42998046875,5731.075,1
2013-04-29,5877.60009765625,5918.64990234375,5868.7998046875,5904.10009765625,118900,5871.4501953125,6.14990234375,0,5872.62998046875,5762.085009765625,1
2013-04-30,5932.60009765625,5962.2998046875,5867.7998046875,5930.2001953125,153200,5904.10009765625,28.5,1,5891.7900390625,5802.250048828125,1
2013-05-02,5911.39990234375,6019.4501953125,5910.9501953125,5999.35009765625,162400,5930.2001953125,-18.80029296875,3,5924.280078125,5845.345068359375,0
2013-05-03,5993.5,6000.2998046875,5930.14990234375,5944.0,145800,5999.35009765625,-5.85009765625,4,5929.8201171875,5870.850048828125,1
2013-05-06,5944.89990234375,5976.5,5928.4501953125,5971.0498046875,110200,5944.0,0.89990234375,0,5949.7400390625,5899.085009765625,1
2013-05-07,5983.4501953125,6050.5,5982.9501953125,6043.5498046875,136400,5971.0498046875,12.400390625,1,5977.62998046875,5925.12998046875,1
2013-05-08,6064.14990234375,6083.5498046875,6024.9501953125,6069.2998046875,122300,6043.5498046875,20.60009765625,2,6005.44990234375,5948.619970703125,0
2013-05-09,6078.35009765625,6084.7001953125,6040.4501953125,6050.14990234375,110000,6069.2998046875,9.05029296875,3,6015.60986328125,5969.944970703125,1
2013-05-10,6046.25,6105.2998046875,6045.60009765625,6094.75,111400,6050.14990234375,-3.89990234375,4,6045.75986328125,5987.789990234375,0
2013-05-13,6098.2001953125,6104.9501953125,5972.89990234375,5980.4501953125,107900,6094.75,3.4501953125,0,6047.63994140625,5998.689990234375,1
2013-05-14,5989.7001953125,6026.2001953125,5970.0498046875,5995.39990234375,119300,5980.4501953125,9.25,1,6038.0099609375,6007.819970703125,1
2013-05-15,6018.85009765625,6157.10009765625,6018.85009765625,6146.75,153900,5995.39990234375,23.4501953125,2,6053.5,6029.474951171875,1
2013-05-16,6128.25,6187.2998046875,6128.25,6169.89990234375,158600,6146.75,-18.5,3,6077.45,6046.529931640625,1
2013-05-17,6172.9501953125,6199.9501953125,6146.14990234375,6187.2998046875,147300,6169.89990234375,3.05029296875,4,6095.9599609375,6070.859912109375,0
2013-05-20,6198.0,6229.4501953125,6146.0498046875,6156.89990234375,122300,6187.2998046875,10.7001953125,0,6131.24990234375,6089.444921875,0
2013-05-21,6152.35009765625,6180.25,6102.35009765625,6114.10009765625,130600,6156.89990234375,-4.5498046875,1,6154.98994140625,6096.499951171875,0
2013-05-22,6127.0498046875,6147.60009765625,6074.4501953125,6094.5,133800,6114.10009765625,12.94970703125,2,6144.53994140625,6099.019970703125,0
2013-05-23,6050.39990234375,6081.4501953125,5955.7001953125,5967.0498046875,198900,6094.5,-44.10009765625,3,6103.969921875,6090.7099609375,1
2013-05-24,6010.7001953125,6015.2998046875,5936.7998046875,5983.5498046875,161600,5967.0498046875,43.650390625,4,6063.219921875,6079.58994140625,1
2013-05-27,5989.39990234375,6099.89990234375,5975.5498046875,6083.14990234375,115100,5983.5498046875,5.85009765625,0,6048.469921875,6089.859912109375,1
2013-05-28,6086.35009765625,6127.64990234375,6055.39990234375,6111.25,139700,6083.14990234375,3.2001953125,1,6047.89990234375,6101.444921875,0
2013-05-29,6120.4501953125,6125.0498046875,6069.7998046875,6104.2998046875,120200,6111.25,9.2001953125,2,6049.85986328125,6097.19990234375,1
2013-05-30,6072.14990234375,6133.75,6072.14990234375,6124.0498046875,194100,6104.2998046875,-32.14990234375,3,6081.25986328125,6092.614892578125,0
2013-05-31,6098.7001953125,6106.25,5975.5498046875,5985.9501953125,175300,6124.0498046875,-25.349609375,4,6081.73994140625,6072.479931640625,0
2013-06-03,5997.35009765625,6011.0,5916.35009765625,5939.2998046875,112100,5985.9501953125,11.39990234375,0,6052.969921875,6050.719921875,0
2013-06-04,5941.10009765625,5981.60009765625,5910.25,5919.4501953125,114500,5939.2998046875,1.80029296875,1,6014.6099609375,6031.254931640625,1
2013-06-05,5908.2998046875,5935.2001953125,5883.7001953125,5923.85009765625,110200,5919.4501953125,-11.150390625,2,5978.52001953125,6014.18994140625,0
2013-06-06,5895.0,5956.5498046875,5869.5,5921.39990234375,114200,5923.85009765625,-28.85009765625,3,5937.9900390625,6009.624951171875,0
2013-06-07,5900.0498046875,5972.7001953125,5871.2998046875,5881.0,118300,5921.39990234375,-21.35009765625,4,5917.0,5999.369970703125,0
2013-06-10,5907.89990234375,5931.64990234375,5857.39990234375,5878.0,100100,5881.0,26.89990234375,0,5904.7400390625,5978.85498046875,0
2013-06-11,5848.75,5868.0498046875,5780.35009765625,5788.7998046875,180900,5878.0,-29.25,1,5878.6099609375,5946.6099609375,0
2013-06-12,5771.75,5792.89990234375,5738.60009765625,5760.2001953125,140400,5788.7998046875,-17.0498046875,2,5845.87998046875,5912.2,0
2013-06-13,5709.35009765625,5729.85009765625,5683.10009765625,5699.10009765625,142000,5760.2001953125,-50.85009765625,3,5801.42001953125,5869.705029296875,1
2013-06-14,5748.9501953125,5819.39990234375,5739.39990234375,5808.39990234375,124400,5699.10009765625,49.85009765625,4,5786.9,5851.95,1
2013-06-17,5820.39990234375,5854.89990234375,5770.25,5850.0498046875,107200,5808.39990234375,12.0,0,5781.3099609375,5843.025,0
2013-06-18,5841.89990234375,5863.39990234375,5804.2998046875,5813.60009765625,117500,5850.0498046875,-8.14990234375,1,5786.27001953125,5832.439990234375,1
2013-06-19,5805.75,5828.39990234375,5777.89990234375,5822.25,115500,5813.60009765625,-7.85009765625,2,5798.67998046875,5822.27998046875,0
2013-06-20,5754.14990234375,5755.0,5645.64990234375,5655.89990234375,198400,5822.25,-68.10009765625,3,5790.03994140625,5795.72998046875,1
2013-06-21,5639.89990234375,5686.14990234375,5616.85009765625,5667.64990234375,182400,5655.89990234375,-16.0,4,5761.88994140625,5774.394970703125,0
2013-06-24,5638.0498046875,5640.0,5566.25,5590.25,193500,5667.64990234375,-29.60009765625,0,5709.92998046875,5745.619970703125,1
2013-06-25,5606.9501953125,5666.25,5570.25,5609.10009765625,196600,5590.25,16.7001953125,1,5669.02998046875,5727.65,0
2013-06-26,5627.9501953125,5635.25,5579.35009765625,5588.7001953125,160100,5609.10009765625,18.85009765625,2,5622.32001953125,5710.5,1
2013-06-27,5647.9501953125,5699.35009765625,5630.9501953125,5682.35009765625,239000,5588.7001953125,59.25,3,5627.61005859375,5708.825,1
2013-06-28,5749.5,5852.9501953125,5749.5,5842.2001953125,214400,5682.35009765625,67.14990234375,4,5662.5201171875,5712.205029296875,1
2013-07-01,5834.10009765625,5904.35009765625,5822.2001953125,5898.85009765625,144800,5842.2001953125,-8.10009765625,0,5724.24013671875,5717.08505859375,0
2013-07-02,5885.5,5898.7998046875,5852.2998046875,5857.5498046875,145700,5898.85009765625,-13.35009765625,1,5773.930078125,5721.480029296875,0
2013-07-03,5811.9501953125,5815.0,5760.39990234375,5770.89990234375,160500,5857.5498046875,-45.599609375,2,5810.37001953125,5716.34501953125,1
2013-07-04,5794.75,5848.2001953125,5786.0498046875,5836.9501953125,151900,5770.89990234375,23.85009765625,3,5841.2900390625,5734.450048828125,1
2013-07-05,5889.9501953125,5900.4501953125,5858.4501953125,5867.89990234375,123600,5836.9501953125,53.0,4,5846.42998046875,5754.475048828125,0
2013-07-08,5833.14990234375,5833.85009765625,5775.5498046875,5811.5498046875,127600,5867.89990234375,-34.75,0,5828.969921875,5776.605029296875,1
2013-07-09,5834.60009765625,5864.9501953125,5834.60009765625,5859.0,110400,5811.5498046875,23.05029296875,1,5829.2599609375,5801.59501953125,0
2013-07-10,5869.89990234375,5879.35009765625,5802.85009765625,5816.7001953125,117500,5859.0,10.89990234375,2,5838.42001953125,5824.39501953125,1
2013-07-11,5894.5,5948.85009765625,5887.9501953125,5935.10009765625,120200,5816.7001953125,77.7998046875,3,5858.05,5849.67001953125,1
2013-07-12,6000.5,6019.0,5951.14990234375,6009.0,127700,5935.10009765625,65.39990234375,4,5886.27001953125,5866.35,1
2013-07-15,5991.2001953125,6038.2001953125,5980.9501953125,6030.7998046875,116300,6009.0,-17.7998046875,0,5930.12001953125,5879.544970703125,0
2013-07-16,5930.7998046875,5966.0498046875,5910.9501953125,5955.25,151200,6030.7998046875,-100.0,1,5949.37001953125,5889.314990234375,1
2013-07-17,5972.25,5989.7998046875,5926.75,5973.2998046875,191500,5955.25,17.0,2,5980.68994140625,5909.55498046875,1
2013-07-18,5984.7001953125,6051.10009765625,5974.5498046875,6038.0498046875,171700,5973.2998046875,11.400390625,3,6001.2798828125,5929.66494140625,0
2013-07-19,6057.2001953125,6066.85009765625,6020.25,6029.2001953125,163300,6038.0498046875,19.150390625,4,6005.319921875,5945.794970703125,1
2013-07-22,6009.75,6064.14990234375,6004.25,6031.7998046875,115200,6029.2001953125,-19.4501953125,0,6005.519921875,5967.819970703125,1
2013-07-23,6064.2998046875,6093.35009765625,6061.2998046875,6077.7998046875,126500,6031.7998046875,32.5,1,6030.0298828125,5989.699951171875,0
2013-07-24,6032.2001953125,6047.25,5962.60009765625,5990.5,151900,6077.7998046875,-45.599609375,2,6033.469921875,6007.079931640625,0
2013-07-25,5970.39990234375,5990.64990234375,5896.39990234375,5907.5,237100,5990.5,-20.10009765625,3,6007.3599609375,6004.319921875,0
2013-07-26,5937.9501953125,5944.5,5869.5,5886.2001953125,174500,5907.5,30.4501953125,4,5978.7599609375,5992.03994140625,0
2013-07-29,5869.9501953125,5886.0,5825.7998046875,5831.64990234375,173400,5886.2001953125,-16.25,0,5938.72998046875,5972.124951171875,0
2013-07-30,5836.0498046875,5861.2998046875,5747.60009765625,5755.0498046875,181500,5831.64990234375,4.39990234375,1,5874.17998046875,5952.104931640625,0
2013-07-31,5738.35009765625,5752.10009765625,5675.75,5742.0,235500,5755.0498046875,-16.69970703125,2,5824.47998046875,5928.974951171875,0
2013-08-01,5776.89990234375,5808.5,5676.85009765625,5727.85009765625,216800,5742.0,34.89990234375,3,5788.55,5897.95498046875,0
2013-08-02,5750.0498046875,5761.85009765625,5649.0,5677.89990234375,222500,5727.85009765625,22.19970703125,4,5746.88994140625,5862.824951171875,1
2013-08-05,5682.39990234375,5721.0,5661.5,5685.39990234375,197200,5677.89990234375,4.5,0,5717.63994140625,5828.1849609375,0
2013-08-06,5664.89990234375,5664.89990234375,5521.7998046875,5542.25,216200,5685.39990234375,-20.5,1,5675.07998046875,5774.62998046875,0
2013-08-07,5549.2998046875,5561.4501953125,5486.85009765625,5519.10009765625,245000,5542.25,7.0498046875,2,5630.5,5727.489990234375,1
2013-08-08,5510.0498046875,5577.60009765625,5510.0498046875,5565.64990234375,204900,5519.10009765625,-9.05029296875,3,5598.0599609375,5693.30498046875,1
2013-08-12,5606.7001953125,5644.10009765625,5557.10009765625,5612.39990234375,195700,5565.64990234375,41.05029296875,0,5584.9599609375,5665.924951171875,1
2013-08-13,5600.25,5704.75,5578.89990234375,5699.2998046875,223000,5612.39990234375,-12.14990234375,1,5587.73994140625,5652.68994140625,1
2013-08-14,5715.39990234375,5754.5498046875,5690.2001953125,5742.2998046875,223700,5699.2998046875,16.10009765625,2,5627.74990234375,5651.41494140625,0
2013-08-16,5705.4501953125,5716.60009765625,5496.0498046875,5507.85009765625,248100,5742.2998046875,-36.849609375,4,5625.49990234375,5627.999951171875,0
2013-08-19,5497.5498046875,5499.64990234375,5360.64990234375,5414.75,219700,5507.85009765625,-10.30029296875,0,5595.319921875,5596.68994140625,0
2013-08-20,5353.4501953125,5417.7998046875,5306.35009765625,5401.4501953125,261100,5414.75,-61.2998046875,1,5553.12998046875,5569.044970703125,0
2013-08-21,5494.4501953125,5504.10009765625,5268.4501953125,5302.5498046875,255000,5401.4501953125,93.0,2,5473.77998046875,5530.7599609375,1
2013-08-22,5282.7998046875,5418.9501953125,5254.0498046875,5408.4501953125,284500,5302.5498046875,-19.75,3,5407.01005859375,5517.37998046875,1
2013-08-23,5428.75,5478.7998046875,5377.7998046875,5471.75,251500,5408.4501953125,20.2998046875,4,5399.7900390625,5512.644970703125,1
2013-08-26,5499.39990234375,5528.7001953125,5454.4501953125,5476.5,242000,5471.75,27.64990234375,0,5412.1400390625,5503.72998046875,0
2013-08-27,5426.5,5427.39990234375,5274.25,5287.4501953125,306000,5476.5,-50.0,1,5389.3400390625,5471.235009765625,0
2013-08-28,5233.4501953125,5317.7001953125,5118.85009765625,5285.0,336000,5287.4501953125,-54.0,2,5385.830078125,5429.805029296875,1
2013-08-29,5316.5,5428.89990234375,5303.0,5409.0498046875,326500,5285.0,31.5,3,5385.95,5396.480029296875,1
2013-08-30,5407.4501953125,5493.2998046875,5360.2001953125,5471.7998046875,336400,5409.0498046875,-1.599609375,4,5385.9599609375,5392.875,1
2013-09-02,5480.25,5564.89990234375,5478.85009765625,5550.75,214200,5471.7998046875,8.4501953125,0,5400.8099609375,5406.475,0
2013-09-03,5574.7001953125,5580.9501953125,5323.75,5341.4501953125,250300,5550.75,23.9501953125,1,5411.6099609375,5400.475,1
2013-09-04,5358.64990234375,5460.25,5318.89990234375,5448.10009765625,237200,5341.4501953125,17.19970703125,2,5444.22998046875,5415.030029296875,1
2013-09-05,5553.75,5625.75,5552.7001953125,5592.9501953125,274900,5448.10009765625,105.64990234375,3,5481.01005859375,5433.480029296875,1
2013-09-06,5617.4501953125,5688.60009765625,5566.14990234375,5680.39990234375,253000,5592.9501953125,24.5,4,5522.730078125,5454.34501953125,1
2013-09-10,5738.5,5904.85009765625,5738.2001953125,5896.75,275200,5680.39990234375,58.10009765625,1,5591.930078125,5496.37001953125,1
2013-09-11,5887.25,5924.35009765625,5832.7001953125,5913.14990234375,265000,5896.75,-9.5,2,5706.27001953125,5558.939990234375,0
2013-09-12,5931.14990234375,5932.0,5815.7998046875,5850.7001953125,273000,5913.14990234375,18.0,3,5786.7900390625,5615.510009765625,0
2013-09-13,5828.0,5884.2998046875,5822.89990234375,5850.60009765625,190800,5850.7001953125,-22.7001953125,4,5838.32001953125,5659.6650390625,0
2013-09-16,5930.2998046875,5957.25,5798.14990234375,5840.5498046875,219500,5850.60009765625,79.69970703125,0,5870.35,5696.5400390625,1
2013-09-17,5824.2001953125,5857.7998046875,5804.89990234375,5850.2001953125,157900,5840.5498046875,-16.349609375,1,5861.0400390625,5726.48505859375,1
2013-09-18,5872.75,5916.89990234375,5840.2001953125,5899.4501953125,153600,5850.2001953125,22.5498046875,2,5858.30009765625,5782.28505859375,1
2013-09-19,6044.14990234375,6142.5,6040.14990234375,6115.5498046875,287200,5899.4501953125,144.69970703125,3,5911.27001953125,5849.030029296875,0
2013-09-20,6104.5498046875,6130.9501953125,5932.85009765625,6012.10009765625,318600,6115.5498046875,-11.0,4,5943.57001953125,5890.94501953125,0
2013-09-23,5945.7998046875,5989.39990234375,5871.39990234375,5889.75,188300,6012.10009765625,-66.30029296875,0,5953.41005859375,5911.880029296875,1
2013-09-24,5855.0,5938.39990234375,5854.5498046875,5892.4501953125,187600,5889.75,-34.75,1,5961.86005859375,5911.450048828125,0
2013-09-25,5901.5498046875,5910.5498046875,5811.10009765625,5873.85009765625,200200,5892.4501953125,9.099609375,2,5956.7400390625,5907.520068359375,1
2013-09-26,5872.7998046875,5917.64990234375,5864.10009765625,5882.25,220600,5873.85009765625,-1.05029296875,3,5910.080078125,5910.675048828125,0
2013-09-27,5905.5498046875,5909.2001953125,5819.2998046875,5833.2001953125,163100,5882.25,23.2998046875,4,5874.30009765625,5908.93505859375,0
2013-09-30,5801.0498046875,5810.2001953125,5718.5,5735.2998046875,155700,5833.2001953125,-32.150390625,0,5843.41005859375,5898.41005859375,1
2013-10-01,5756.10009765625,5786.4501953125,5700.9501953125,5780.0498046875,159200,5735.2998046875,20.80029296875,1,5820.92998046875,5891.39501953125,1
2013-10-03,5819.10009765625,5917.60009765625,5802.7001953125,5909.7001953125,199800,5780.0498046875,39.05029296875,3,5828.1,5892.42001953125,0
2013-10-04,5891.2998046875,5950.4501953125,5885.0,5907.2998046875,191500,5909.7001953125,-18.400390625,4,5833.1099609375,5871.59501953125,0
2013-10-07,5889.0498046875,5912.0,5825.85009765625,5906.14990234375,156400,5907.2998046875,-18.25,0,5847.69990234375,5861.0,1
2013-10-08,5975.0,5981.7001953125,5913.0,5928.39990234375,158500,5906.14990234375,68.85009765625,1,5886.319921875,5864.864990234375,1
2013-10-09,5893.25,6015.5,5877.10009765625,6007.4501953125,192000,5928.39990234375,-35.14990234375,2,5931.8,5876.364990234375,1
2013-10-10,6001.0498046875,6033.9501953125,5979.7998046875,6020.9501953125,159600,6007.4501953125,-6.400390625,3,5954.05,5891.075,1
2013-10-11,6104.85009765625,6107.60009765625,6046.39990234375,6096.2001953125,180800,6020.9501953125,83.89990234375,4,5991.830078125,5912.47001953125,1
2013-10-14,6093.0,6124.10009765625,6082.89990234375,6112.7001953125,142200,6096.2001953125,-3.2001953125,0,6033.14013671875,5940.42001953125,0
2013-10-15,6147.5498046875,6156.2998046875,6056.5498046875,6089.0498046875,218300,6112.7001953125,34.849609375,1,6065.2701171875,5975.79501953125,0
2013-10-17,6098.5,6110.75,6032.5498046875,6045.85009765625,230600,6089.0498046875,9.4501953125,3,6072.95009765625,6002.375048828125,1
2013-10-18,6070.89990234375,6201.4501953125,6070.89990234375,6189.35009765625,250300,6045.85009765625,25.0498046875,4,6106.630078125,6030.3400390625,1
2013-10-21,6202.0,6218.9501953125,6163.2998046875,6204.9501953125,197000,6189.35009765625,12.64990234375,0,6128.380078125,6060.105078125,0
2013-10-22,6192.2998046875,6220.10009765625,6181.7998046875,6202.7998046875,161900,6204.9501953125,-12.650390625,1,6146.4,6089.770068359375,0
